region,suc,discipline,passers_2010,passers_2011,passers_2012,passers_total,takers_2010,takers_2011,takers_2012,takers_total
CALABARZON,University of Rizal System,Electronics Engineering,2,8,12,22,15,17,25,57
CALABARZON,University of Rizal System,Fisheries Technology,0,0,0,0,4,2,2,8
CALABARZON,University of Rizal System,Forestry,1,-,0,1,1,-,2,3
CALABARZON,University of Rizal System,Geodetic Engineering,1,1,-,2,2,4,-,6
CALABARZON,University of Rizal System,Guidance Counseling,0,0,0,0,1,2,7,10
CALABARZON,University of Rizal System,LET-Elementary,95,92,319,506,685,683,680,2048
CALABARZON,University of Rizal System,LET-Secondary,214,254,372,840,1055,1071,1104,3230
CALABARZON,University of Rizal System,Mechanical Engineering,10,2,8,20,13,7,12,32
CALABARZON,University of Rizal System,Social Work,12,11,15,38,20,21,26,67
CALABARZON,University of Rizal System,Total,358,397,758,1513,1878,1885,1961,5724
CALABARZON,CALABARZON,Total,1917,2282,3559,7758,6574,6927,7457,20958
Bicol Region,Bicol University,Accountancy,68,59,71,198,86,68,74,228
Bicol Region,Bicol University,Agricultural Engineering,4,4,6,14,14,25,16,55
Bicol Region,Bicol University,Agriculture,5,11,13,29,31,40,44,115
Bicol Region,Bicol University,Architecture,43,49,53,145,91,108,101,300
Bicol Region,Bicol University,Chemical Engineering,16,16,33,65,38,49,62,149
Bicol Region,Bicol University,Chemistry,20,17,17,54,45,52,60,157
Bicol Region,Bicol University,Civil Engineering,43,54,42,139,115,145,129,389
Bicol Region,Bicol University,Criminology,0,-,-,0,1,-,-,1
Bicol Region,Bicol University,Electrical Engineering,22,53,61,136,94,125,134,353
Bicol Region,Bicol University,Fisheries Technology,4,1,7,12,18,13,19,50
Bicol Region,Bicol University,Forestry,1,6,3,10,19,21,32,72
Bicol Region,Bicol University,Guidance Counseling,-,0,1,1,-,2,3,5
Bicol Region,Bicol University,Interior Design,0,-,-,0,1,-,-,1
Bicol Region,Bicol University,LET-Elementary,184,253,468,905,594,670,649,1913
Bicol Region,Bicol University,LET-Secondary,311,406,526,1243,983,1109,1108,3200
Bicol Region,Bicol University,Library Science,2,0,3,5,10,8,7,25
Bicol Region,Bicol University,Mechanical Engineering,57,49,49,155,75,71,63,209
Bicol Region,Bicol University,Medicine,0,-,-,0,2,-,-,2
Bicol Region,Bicol University,Midwifery,160,135,119,414,168,148,121,437
Bicol Region,Bicol University,Nursing,314,384,315,1013,479,461,397,1337
Bicol Region,Bicol University,Social Work,97,92,84,273,114,102,90,306
Bicol Region,Bicol University,Total,1351,1589,1871,4811,2978,3217,3109,9304
Bicol Region,Camarines Norte State College,Accountancy,9,8,21,38,14,22,45,81
Bicol Region,Camarines Norte State College,Agricultural Engineering,1,1,2,4,2,1,2,5
Bicol Region,Camarines Norte State College,Agriculture,1,2,6,9,1,15,26,42
Bicol Region,Camarines Norte State College,Civil Engineering,9,17,18,44,21,24,23,68
Bicol Region,Camarines Norte State College,Criminology,0,-,-,0,1,-,-,1
Bicol Region,Camarines Norte State College,Electrical Engineering,8,12,17,37,16,14,19,49
Bicol Region,Camarines Norte State College,Fisheries Technology,0,0,1,1,1,1,2,4
Bicol Region,Camarines Norte State College,Guidance Counseling,-,-,0,0,-,-,1,1
Bicol Region,Camarines Norte State College,LET-Elementary,34,49,130,213,161,183,212,556
Bicol Region,Camarines Norte State College,LET-Secondary,49,83,117,249,223,315,298,836
Bicol Region,Camarines Norte State College,Mechanical Engineering,7,7,25,39,9,9,26,44
Bicol Region,Camarines Norte State College,Total,118,179,337,634,449,584,654,1687
Bicol Region,Camarines Norte State College,Architecture,11,18,19,48,25,26,30,81
Bicol Region,Camarines Norte State College,Civil Engineering,16,23,20,59,61,68,57,186
Bicol Region,Camarines Norte State College,Electrical Engineering,9,25,30,64,47,58,77,182
Bicol Region,Camarines Norte State College,Electronics Engineering,19,40,51,110,95,108,126,329
Bicol Region,Camarines Norte State College,LET-Elementary,23,36,90,149,90,120,124,334
Bicol Region,Camarines Norte State College,LET-Secondary,35,61,106,202,137,199,190,526
Bicol Region,Camarines Norte State College,Mechanical Engineering,19,32,46,97,36,50,55,141
Bicol Region,Camarines Norte State College,Midwifery,225,113,94,432,262,140,105,507
Bicol Region,Camarines Norte State College,Nursing,163,167,166,496,278,301,273,852
Bicol Region,Camarines Norte State College,Total,520,515,622,1657,1031,1070,1037,3138
Bicol Region,Catanduanes State College,Accountancy,10,16,18,44,27,26,25,78
Bicol Region,Catanduanes State College,Agriculture,2,3,14,19,22,25,51,98
Bicol Region,Catanduanes State College,Civil Engineering,22,58,49,129,58,93,123,274
Bicol Region,Catanduanes State College,LET-Elementary,92,145,307,544,352,429,447,1228
Bicol Region,Catanduanes State College,LET-Secondary,59,74,164,297,372,365,485,1222
Bicol Region,Catanduanes State College,Midwifery,47,27,42,116,56,34,51,141
Bicol Region,Catanduanes State College,Nursing,96,86,93,275,152,127,129,408
Bicol Region,Catanduanes State College,Nutrition and Dietetics,18,6,14,38,25,14,25,64
Bicol Region,Catanduanes State College,Total,346,415,701,1462,1064,1113,1336,3513
Bicol Region,Central Bicol State University of Agriculture,Agricultural Engineering,4,1,0,5,8,8,10,26
Bicol Region,Central Bicol State University of Agriculture,Agriculture,16,22,27,65,54,61,71,186
Bicol Region,Central Bicol State University of Agriculture,Criminology,12,24,29,65,63,72,92,227
Bicol Region,Central Bicol State University of Agriculture,LET-Elementary,45,78,162,285,158,220,237,615
Bicol Region,Central Bicol State University of Agriculture,LET-Secondary,41,118,153,312,252,378,431,1061
Bicol Region,Central Bicol State University of Agriculture,Social Work,0,-,-,0,1,-,-,1
Bicol Region,Central Bicol State University of Agriculture,Veterinary Medicine,6,8,14,28,17,17,23,57
Bicol Region,Central Bicol State University of Agriculture,Total,124,251,385,760,553,756,864,2173
Bicol Region,Dr. Emilio B. Espinosa Sr. Memorial State College of Agriculture and Technology,Agricultural Engineering,1,4,3,8,8,8,18,34
Bicol Region,Dr. Emilio B. Espinosa Sr. Memorial State College of Agriculture and Technology,Agriculture,8,6,3,17,39,35,25,99
Bicol Region,Dr. Emilio B. Espinosa Sr. Memorial State College of Agriculture and Technology,LET-Elementary,20,17,87,124,107,118,151,376
Bicol Region,Dr. Emilio B. Espinosa Sr. Memorial State College of Agriculture and Technology,LET-Secondary,22,32,69,123,222,258,360,840
Bicol Region,Dr. Emilio B. Espinosa Sr. Memorial State College of Agriculture and Technology,Total,51,59,162,272,376,419,554,1349
Bicol Region,Partido State University,Accountancy,3,10,10,23,21,34,33,88
Bicol Region,Partido State University,Civil Engineering,7,1,4,12,18,12,11,41
Bicol Region,Partido State University,Criminology,-,0,0,0,-,1,1,2
Bicol Region,Partido State University,Environmental Planning,-,-,1,1,-,-,1,1
Bicol Region,Partido State University,Fisheries Technology,0,0,-,0,8,7,-,15
Bicol Region,Partido State University,Geology,-,1,5,6,-,4,13,17
Bicol Region,Partido State University,LET-Elementary,12,21,48,81,71,111,101,283
Bicol Region,Partido State University,LET-Secondary,44,55,78,177,185,246,246,677
Bicol Region,Partido State University,Midwifery,-,1,-,1,-,1,-,1
Bicol Region,Partido State University,Nutrition and Dietetics,4,1,3,8,8,8,10,26
Bicol Region,Partido State University,Sanitary Engineering,7,7,5,19,10,15,15,40
Bicol Region,Partido State University,Total,77,97,154,328,321,439,431,1191
Bicol Region,Sorsogon State College,Accountancy,1,4,0,5,9,8,11,28
Bicol Region,Sorsogon State College,Agriculture,1,1,0,2,3,7,4,14
Bicol Region,Sorsogon State College,Architecture,3,6,5,14,4,14,13,31
Bicol Region,Sorsogon State College,Civil Engineering,22,13,19,54,40,52,67,159
Bicol Region,Sorsogon State College,Criminology,-,0,-,0,-,2,-,2
Bicol Region,Sorsogon State College,Electrical Engineering,12,20,30,62,36,41,57,134
Bicol Region,Sorsogon State College,Fisheries Technology,0,1,0,1,4,4,8,16
Bicol Region,Sorsogon State College,LET-Elementary,74,105,214,393,254,291,260,805
Bicol Region,Sorsogon State College,LET-Secondary,54,72,115,241,270,272,286,828
Bicol Region,Sorsogon State College,Mechanical Engineering,10,19,18,47,15,26,24,65
Bicol Region,Sorsogon State College,Total,177,241,401,819,635,717,730,2082
Bicol Region,Bicol Region,Total,2764,3346,4633,10743,7407,8315,8715,24437
Western Visayas,Aklan State University,Accountancy,0,-,8,8,1,-,13,14
Western Visayas,Aklan State University,Agriculture,8,8,10,26,31,39,50,120
Western Visayas,Aklan State University,Architecture,1,3,5,9,3,5,9,17
Western Visayas,Aklan State University,Chemical Engineering,1,-,-,1,1,-,-,1
Western Visayas,Aklan State University,Civil Engineering,-,5,13,18,-,7,15,22
Western Visayas,Aklan State University,Customs Adm,1,0,0,1,3,6,4,13
Western Visayas,Aklan State University,Electrical Engineering,0,-,-,0,1,-,-,1
Western Visayas,Aklan State University,Fisheries Technology,0,0,0,0,2,6,6,14
Western Visayas,Aklan State University,Forestry,2,0,0,2,3,11,2,16
Western Visayas,Aklan State University,LET-Elementary,29,38,67,134,144,124,121,389
Western Visayas,Aklan State University,LET-Secondary,106,175,204,485,564,545,571,1680
Western Visayas,Aklan State University,Marine Engineering,-,1,2,3,-,1,2,3
Western Visayas,Aklan State University,Nursing,74,102,69,245,148,187,145,480
Western Visayas,Aklan State University,Veterinary Medicine,6,14,6,26,29,38,33,100
Western Visayas,Aklan State University,Total,228,346,384,958,930,969,971,2870
Western Visayas,Capiz State University,Agricultural Engineering,3,-,0,3,8,-,1,9
Western Visayas,Capiz State University,Agriculture,3,1,3,7,20,33,23,76
Western Visayas,Capiz State University,Architecture,5,6,7,18,19,23,16,58
Western Visayas,Capiz State University,Criminology,89,5,5,99,344,34,56,434
Western Visayas,Capiz State University,Electrical Engineering,4,13,9,26,24,35,34,93
Western Visayas,Capiz State University,Fisheries Technology,0,-,-,0,3,-,-,3
Western Visayas,Capiz State University,Forestry,-,-,0,0,-,-,1,1
Western Visayas,Capiz State University,LET-Elementary,69,61,193,323,444,405,417,1266
Western Visayas,Capiz State University,LET-Secondary,73,94,120,287,447,392,416,1255
Western Visayas,Capiz State University,Mechanical Engineering,22,14,8,44,35,22,17,74
Western Visayas,Capiz State University,Nursing,34,27,44,105,95,92,83,270
Western Visayas,Capiz State University,Social Work,0,1,0,1,5,2,2,9
Western Visayas,Capiz State University,Veterinary Medicine,2,0,1,3,12,6,3,21
Western Visayas,Capiz State University,Total,304,222,390,916,1456,1044,1069,3569
Western Visayas,Carlos C. Hilado Memorial State College,Accountancy,11,12,12,35,23,24,26,73
Western Visayas,Carlos C. Hilado Memorial State College,Civil Engineering,13,11,16,40,23,14,21,58
Western Visayas,Carlos C. Hilado Memorial State College,Criminology,-,1,30,31,-,1,48,49
Western Visayas,Carlos C. Hilado Memorial State College,Fisheries Technology,2,3,3,8,7,9,23,39
Western Visayas,Carlos C. Hilado Memorial State College,LET-Elementary,108,137,211,456,234,261,245,740
Western Visayas,Carlos C. Hilado Memorial State College,LET-Secondary,57,99,145,301,250,296,321,867
Western Visayas,Carlos C. Hilado Memorial State College,Total,191,263,417,871,537,605,684,1826
Western Visayas,Guimaras State College,Criminology,-,17,16,33,-,30,41,71
Western Visayas,Guimaras State College,LET-Elementary,13,16,22,51,41,43,29,113
Western Visayas,Guimaras State College,LET-Secondary,14,14,11,39,48,50,38,136
Western Visayas,Guimaras State College,Total,27,47,49,123,89,123,108,320
Western Visayas,Iloilo State College of Fisheries,Agriculture,2,0,5,7,13,1,17,31
Western Visayas,Iloilo State College of Fisheries,Environmental Planning,0,-,-,0,1,-,-,1
Western Visayas,Iloilo State College of Fisheries,Fisheries Technology,0,3,3,6,1,11,14,26
Western Visayas,Iloilo State College of Fisheries,LET-Elementary,35,39,81,155,131,136,130,397
Western Visayas,Iloilo State College of Fisheries,LET-Secondary,31,41,34,106,165,174,121,460
Western Visayas,Iloilo State College of Fisheries,Marine Transportation,17,5,7,29,40,13,21,74
Western Visayas,Iloilo State College of Fisheries,Total,85,88,130,303,351,335,303,989
Western Visayas,Negros State College of Agriculture,Agricultural Engineering,-,-,3,3,-,-,7,7
Western Visayas,Negros State College of Agriculture,Agriculture,6,7,19,32,16,17,59,92
Western Visayas,Negros State College of Agriculture,Criminology,-,-,17,17,-,-,64,64
Western Visayas,Negros State College of Agriculture,Customs Adm,-,0,-,0,-,1,-,1
Western Visayas,Negros State College of Agriculture,Fisheries Technology,-,0,1,1,-,3,1,4
Western Visayas,Negros State College of Agriculture,Forestry,1,2,1,4,2,5,6,13
Western Visayas,Negros State College of Agriculture,LET-Elementary,29,48,111,188,81,110,145,336
Western Visayas,Negros State College of Agriculture,LET-Secondary,11,34,38,83,101,138,135,374
Western Visayas,Negros State College of Agriculture,Total,47,91,190,328,200,274,417,891
Western Visayas,Northern Iloilo Polytechnic State College,Agriculture,1,5,3,9,9,24,24,57
Western Visayas,Northern Iloilo Polytechnic State College,Civil Engineering,5,8,4,17,20,23,19,62
Western Visayas,Northern Iloilo Polytechnic State College,Criminology,24,41,51,116,57,105,150,312
Western Visayas,Northern Iloilo Polytechnic State College,Fisheries Technology,0,0,0,0,1,1,4,6
Western Visayas,Northern Iloilo Polytechnic State College,LET-Elementary,51,64,168,283,213,268,269,750
Western Visayas,Northern Iloilo Polytechnic State College,LET-Secondary,33,71,71,175,287,315,307,909
Western Visayas,Northern Iloilo Polytechnic State College,Marine Engineering,15,6,8,29,35,16,14,65
Western Visayas,Northern Iloilo Polytechnic State College,Mechanical Engineering,1,0,2,3,6,2,2,10
Western Visayas,Northern Iloilo Polytechnic State College,Midwifery,16,16,8,40,17,18,9,44
Western Visayas,Northern Iloilo Polytechnic State College,Social Work,-,0,-,0,-,1,-,1
Western Visayas,Northern Iloilo Polytechnic State College,Total,146,211,315,672,645,773,798,2216
Western Visayas,Northern Negros State College of Science and Technology,Agriculture,4,6,6,16,12,18,30,60
Western Visayas,Northern Negros State College of Science and Technology,Criminology,11,30,43,84,15,56,97,168
Western Visayas,Northern Negros State College of Science and Technology,Fisheries Technology,-,0,-,0,-,1,-,1
Western Visayas,Northern Negros State College of Science and Technology,LET-Secondary,12,22,34,68,121,142,140,403
Western Visayas,Northern Negros State College of Science and Technology,Nursing,49,68,73,190,87,125,120,332
Western Visayas,Northern Negros State College of Science and Technology,Total,76,126,156,358,235,342,387,964
Western Visayas,University of Antique,Agriculture,0,3,9,12,7,10,16,33
Western Visayas,University of Antique,Architecture,-,-,0,0,-,-,1,1
Western Visayas,University of Antique,Civil Engineering,3,2,6,11,4,5,16,25
Western Visayas,University of Antique,Criminology,73,75,60,208,259,259,351,869
Western Visayas,University of Antique,Electrical Engineering,0,5,6,11,2,10,15,27
Western Visayas,University of Antique,Electronics Engineering,1,1,7,9,6,4,14,24
Western Visayas,University of Antique,Fisheries Technology,-,-,0,0,-,-,1,1
Western Visayas,University of Antique,LET-Elementary,78,73,178,329,201,211,234,646
Western Visayas,University of Antique,LET-Secondary,31,50,72,153,98,136,132,366
Western Visayas,University of Antique,Marine Engineering,18,9,1,28,30,13,3,46
Western Visayas,University of Antique,Marine Transportation,1,-,-,1,1,-,-,1
Western Visayas,University of Antique,Total,205,218,339,762,608,648,783,2039
Western Visayas,West Visayas State University,Agriculture,8,9,7,24,18,28,40,86
Western Visayas,West Visayas State University,Criminology,52,69,66,187,142,179,227,548
Western Visayas,West Visayas State University,Electronics Engineering,1,-,-,1,1,-,-,1
Western Visayas,West Visayas State University,Forestry,3,0,0,3,6,1,3,10
Western Visayas,West Visayas State University,Guidance Counseling,5,0,5,10,6,1,5,12
Western Visayas,West Visayas State University,LET-Elementary,357,404,578,1339,809,877,797,2483
Western Visayas,West Visayas State University,LET-Secondary,226,280,332,838,587,619,602,1808
Western Visayas,West Visayas State University,Library Science,0,0,1,1,2,2,1,5
Western Visayas,West Visayas State University,Marine Engineering,-,1,0,1,-,2,3,5
Western Visayas,West Visayas State University,Medicine,99,72,79,250,106,77,82,265
Western Visayas,West Visayas State University,Midwifery,1,-,-,1,1,-,-,1
Western Visayas,West Visayas State University,Nursing,169,163,158,490,170,163,159,492
Western Visayas,West Visayas State University,Total,921,998,1226,3145,1848,1949,1919,5716
Western Visayas,West Visayas State University,Accountancy,0,-,-,0,1,-,-,1
Western Visayas,West Visayas State University,Agriculture,2,7,8,17,16,25,26,67
Western Visayas,West Visayas State University,Architecture,1,8,17,26,1,11,34,46
Western Visayas,West Visayas State University,Electrical Engineering,18,16,14,48,23,18,20,61
Western Visayas,West Visayas State University,Electronics Engineering,7,25,28,60,51,42,45,138
Western Visayas,West Visayas State University,LET-Elementary,85,115,204,404,192,219,230,641
Western Visayas,West Visayas State University,LET-Secondary,129,176,209,514,406,409,379,1194
Western Visayas,West Visayas State University,Marine Engineering,46,14,22,82,86,42,31,159
Western Visayas,West Visayas State University,Mechanical Engineering,-,-,6,6,-,-,12,12
Western Visayas,West Visayas State University,Total,288,361,508,1157,776,766,777,2319
Western Visayas,Western Visayas,Total,2518,2971,4104,9593,7675,7828,8216,23719
Central Visayas,Bohol Island State University,Agricultural Engineering,3,1,7,11,7,7,11,25
Central Visayas,Bohol Island State University,Agriculture,14,9,15,38,36,32,58,126
Central Visayas,Bohol Island State University,Architecture,-,-,2,2,-,-,2,2
Central Visayas,Bohol Island State University,Civil Engineering,16,26,32,74,32,55,52,139
Central Visayas,Bohol Island State University,Electrical Engineering,27,37,35,99,36,42,39,117
Central Visayas,Bohol Island State University,Environmental Planning,-,-,0,0,-,-,1,1
Central Visayas,Bohol Island State University,Fisheries Technology,0,4,0,4,12,9,11,32
Central Visayas,Bohol Island State University,Forestry,2,1,1,4,3,3,6,12
Central Visayas,Bohol Island State University,LET-Elementary,110,136,242,488,263,283,291,837
Central Visayas,Bohol Island State University,LET-Secondary,77,106,169,352,231,251,298,780
Central Visayas,Bohol Island State University,Mechanical Engineering,26,40,32,98,27,46,36,109
Central Visayas,Bohol Island State University,Midwifery,23,29,27,79,31,49,38,118
Central Visayas,Bohol Island State University,Total,298,389,562,1249,678,777,843,2298
Central Visayas,Cebu Normal University,Agriculture,-,-,1,1,-,-,1,1
Central Visayas,Cebu Normal University,Chemistry,-,0,-,0,-,3,-,3
Central Visayas,Cebu Normal University,Guidance Counseling,-,-,2,2,-,-,3,3
Central Visayas,Cebu Normal University,LET-Elementary,243,316,406,965,424,511,472,1407
Central Visayas,Cebu Normal University,LET-Secondary,320,388,475,1183,603,646,706,1955
Central Visayas,Cebu Normal University,Marine Engineering,-,1,-,1,-,1,-,1
Central Visayas,Cebu Normal University,Nursing,156,183,175,514,159,183,175,517
Central Visayas,Cebu Normal University,Total,719,888,1059,2666,1186,1344,1357,3887
Central Visayas,Cebu Technological University,Agriculture,4,7,15,26,7,22,29,58
Central Visayas,Cebu Technological University,Civil Engineering,-,-,16,16,-,-,19,19
Central Visayas,Cebu Technological University,Electrical Engineering,4,15,26,45,32,25,45,102
Central Visayas,Cebu Technological University,Fisheries Technology,-,2,1,3,-,10,6,16
Central Visayas,Cebu Technological University,Forestry,1,1,2,4,6,3,7,16
Central Visayas,Cebu Technological University,Guidance Counseling,-,-,1,1,-,-,3,3
Central Visayas,Cebu Technological University,LET-Elementary,211,261,545,1017,947,850,857,2654
Central Visayas,Cebu Technological University,LET-Secondary,143,171,254,568,566,538,545,1649
Central Visayas,Cebu Technological University,Marine Engineering,41,15,11,67,61,26,23,110
Central Visayas,Cebu Technological University,Mechanical Engineering,43,47,45,135,68,74,59,201
Central Visayas,Cebu Technological University,Total,447,519,916,1882,1687,1548,1593,4828
Central Visayas,Negros Oriental State University,Accountancy,9,8,18,35,16,33,30,79
Central Visayas,Negros Oriental State University,Agriculture,1,3,9,13,5,26,54,85
Central Visayas,Negros Oriental State University,Architecture,10,6,4,20,19,12,11,42
Central Visayas,Negros Oriental State University,Chemistry,1,3,0,4,5,8,7,20
Central Visayas,Negros Oriental State University,Civil Engineering,11,12,26,49,18,20,32,70
Central Visayas,Negros Oriental State University,Criminology,130,138,125,393,321,331,329,981
Central Visayas,Negros Oriental State University,Customs Adm,-,0,-,0,-,1,-,1
Central Visayas,Negros Oriental State University,Electrical Engineering,2,5,6,13,5,8,8,21
Central Visayas,Negros Oriental State University,Electronics Engineering,0,3,7,10,7,11,10,28
Central Visayas,Negros Oriental State University,Fisheries Technology,-,0,-,0,-,2,-,2
Central Visayas,Negros Oriental State University,Forestry,1,2,1,4,1,6,4,11
Central Visayas,Negros Oriental State University,Geodetic Engineering,2,5,1,8,6,5,2,13
Central Visayas,Negros Oriental State University,Geology,5,7,13,25,21,26,33,80
Central Visayas,Negros Oriental State University,LET-Elementary,133,222,486,841,852,987,936,2775
Central Visayas,Negros Oriental State University,LET-Secondary,84,111,158,353,591,634,708,1933
Central Visayas,Negros Oriental State University,Library Science,0,0,0,0,1,1,1,3
Central Visayas,Negros Oriental State University,Marine Engineering,15,6,5,26,27,9,9,45
Central Visayas,Negros Oriental State University,Marine Transportation,41,9,20,70,85,27,31,143
Central Visayas,Negros Oriental State University,Mechanical Engineering,6,9,8,23,6,9,8,23
Central Visayas,Negros Oriental State University,Midwifery,25,32,14,71,46,47,23,116
Central Visayas,Negros Oriental State University,Nursing,21,23,18,62,21,24,18,63
Central Visayas,Negros Oriental State University,Pharmacy,7,3,4,14,10,4,4,18
Central Visayas,Negros Oriental State University,Total,504,607,923,2034,2063,2231,2258,6552
Central Visayas,Siquijor State College,Criminology,15,18,16,49,51,60,54,165
Central Visayas,Siquijor State College,Forestry,-,0,0,0,-,1,1,2
Central Visayas,Siquijor State College,LET-Elementary,17,20,39,76,73,70,62,205
Central Visayas,Siquijor State College,LET-Secondary,9,20,16,45,45,55,40,140
Central Visayas,Siquijor State College,Marine Engineering,4,4,2,10,10,7,7,24
Central Visayas,Siquijor State College,Marine Transportation,2,2,4,8,6,2,7,15
Central Visayas,Siquijor State College,Total,47,64,77,188,185,195,171,551
Central Visayas,Central Visayas,Total,2015,2467,3537,8019,5799,6095,6222,18116
Eastern Visayas,Eastern Samar State University,Accountancy,2,9,12,23,10,24,27,61
Eastern Visayas,Eastern Samar State University,Agricultural Engineering,1,0,4,5,8,5,9,22
Eastern Visayas,Eastern Samar State University,Agriculture,7,8,2,17,59,70,37,166
Eastern Visayas,Eastern Samar State University,Architecture,0,-,-,0,1,-,-,1
Eastern Visayas,Eastern Samar State University,Civil Engineering,25,14,18,57,59,58,61,178
Eastern Visayas,Eastern Samar State University,Electrical Engineering,0,2,1,3,8,17,12,37
Eastern Visayas,Eastern Samar State University,LET-Elementary,101,149,402,652,641,707,761,2109
Eastern Visayas,Eastern Samar State University,LET-Secondary,41,81,89,211,503,464,419,1386
Eastern Visayas,Eastern Samar State University,Library Science,0,0,0,0,3,2,1,6
Eastern Visayas,Eastern Samar State University,Nursing,28,21,23,72,44,40,39,123
Eastern Visayas,Eastern Samar State University,Total,205,284,551,1040,1336,1387,1366,4089
Eastern Visayas,Eastern Visayas State University,Accountancy,28,29,28,85,53,52,39,144
Eastern Visayas,Eastern Visayas State University,Agriculture,0,0,0,0,2,4,3,9
Eastern Visayas,Eastern Visayas State University,Architecture,24,47,49,120,72,124,129,325
Eastern Visayas,Eastern Visayas State University,Chemical Engineering,3,6,8,17,26,29,32,87
Eastern Visayas,Eastern Visayas State University,Chemistry,0,3,0,3,4,4,1,9
Eastern Visayas,Eastern Visayas State University,Civil Engineering,71,56,73,200,269,258,257,784
Eastern Visayas,Eastern Visayas State University,Electrical Engineering,34,53,31,118,90,112,81,283
Eastern Visayas,Eastern Visayas State University,Electronics Engineering,33,27,21,81,113,82,64,259
Eastern Visayas,Eastern Visayas State University,Environmental Planning,2,0,0,2,2,3,2,7
Eastern Visayas,Eastern Visayas State University,Fisheries Technology,2,0,1,3,4,2,2,8
Eastern Visayas,Eastern Visayas State University,Geodetic Engineering,7,10,6,23,20,21,22,63
Eastern Visayas,Eastern Visayas State University,Interior Design,2,3,4,9,11,13,17,41
Eastern Visayas,Eastern Visayas State University,LET-Elementary,32,57,140,229,240,280,303,823
Eastern Visayas,Eastern Visayas State University,LET-Secondary,76,100,161,337,625,708,698,2031
Eastern Visayas,Eastern Visayas State University,Marine Engineering,38,24,19,81,53,45,31,129
Eastern Visayas,Eastern Visayas State University,Mechanical Engineering,35,43,51,129,90,101,92,283
Eastern Visayas,Eastern Visayas State University,Total,387,458,592,1437,1674,1838,1773,5285
Eastern Visayas,Leyte Normal University,Criminology,-,0,1,1,-,2,2,4
Eastern Visayas,Leyte Normal University,LET-Elementary,302,334,661,1297,1486,1458,1256,4200
Eastern Visayas,Leyte Normal University,LET-Secondary,112,143,199,454,380,394,416,1190
Eastern Visayas,Leyte Normal University,Library Science,0,0,-,0,2,1,-,3
Eastern Visayas,Leyte Normal University,Marine Engineering,-,-,1,1,-,-,2,2
Eastern Visayas,Leyte Normal University,Social Work,18,16,20,54,18,16,20,54
Eastern Visayas,Leyte Normal University,Total,432,493,882,1807,1886,1871,1696,5453
Eastern Visayas,Naval State University,Agriculture,1,3,2,6,9,11,10,30
Eastern Visayas,Naval State University,Civil Engineering,7,11,10,28,23,36,33,92
Eastern Visayas,Naval State University,Criminology,46,37,63,146,125,166,204,495
Eastern Visayas,Naval State University,Electrical Engineering,1,8,6,15,17,15,14,46
Eastern Visayas,Naval State University,Forestry,0,-,1,1,1,-,4,5
Eastern Visayas,Naval State University,LET-Elementary,42,54,173,269,248,264,307,819
Eastern Visayas,Naval State University,LET-Secondary,24,36,62,122,252,255,259,766
Eastern Visayas,Naval State University,Marine Engineering,17,3,10,30,30,17,21,68
Eastern Visayas,Naval State University,Marine Transportation,14,6,15,35,28,22,26,76
Eastern Visayas,Naval State University,Mechanical Engineering,5,1,1,7,10,3,3,16
Eastern Visayas,Naval State University,Nursing,4,8,13,25,13,11,25,49
Eastern Visayas,Naval State University,Total,161,167,356,684,756,800,906,2462
Eastern Visayas,Northwest Samar State University,Accountancy,0,0,1,1,2,2,3,7
Eastern Visayas,Northwest Samar State University,Agricultural Engineering,1,1,0,2,3,2,2,7
Eastern Visayas,Northwest Samar State University,Agriculture,1,2,0,3,7,8,8,23
Eastern Visayas,Northwest Samar State University,Civil Engineering,10,11,8,29,20,20,28,68
Eastern Visayas,Northwest Samar State University,Criminology,38,44,31,113,76,109,156,341
Eastern Visayas,Northwest Samar State University,Electrical Engineering,1,1,7,9,10,8,12,30
Eastern Visayas,Northwest Samar State University,Electronics Engineering,2,2,2,6,8,14,12,34
Eastern Visayas,Northwest Samar State University,Forestry,0,2,3,5,1,3,6,10
Eastern Visayas,Northwest Samar State University,LET-Elementary,34,45,180,259,296,359,357,1012
Eastern Visayas,Northwest Samar State University,LET-Secondary,24,47,63,134,171,216,266,653
Eastern Visayas,Northwest Samar State University,Mechanical Engineering,5,8,1,14,10,14,3,27
Eastern Visayas,Northwest Samar State University,Total,116,163,296,575,604,755,853,2212
Eastern Visayas,Palompon Institute of Technology,Civil Engineering,-,2,-,2,-,2,-,2
Eastern Visayas,Palompon Institute of Technology,Customs Adm,0,-,-,0,1,-,-,1
Eastern Visayas,Palompon Institute of Technology,Electrical Engineering,-,-,2,2,-,-,3,3
Eastern Visayas,Palompon Institute of Technology,LET-Elementary,24,29,96,149,141,137,144,422
Eastern Visayas,Palompon Institute of Technology,LET-Secondary,19,25,21,65,132,108,79,319
Eastern Visayas,Palompon Institute of Technology,Library Science,0,-,-,0,2,-,-,2
Eastern Visayas,Palompon Institute of Technology,Marine Engineering,78,66,30,174,110,102,39,251
Eastern Visayas,Palompon Institute of Technology,Marine Transportation,109,60,56,225,184,102,85,371
Eastern Visayas,Palompon Institute of Technology,Mechanical Engineering,-,-,4,4,-,-,7,7
Eastern Visayas,Palompon Institute of Technology,Total,230,182,209,621,570,451,357,1378
Eastern Visayas,Samar State University,Civil Engineering,9,11,9,29,30,31,27,88
